Tweets,OFF
وما الدول ساندتكم عدوانكم اليمن ذباب تجمعت كميه الزباله والاوساخ واياك اعني ففهمي ياجاره,1
انا زمان اكرهها دحين كرهتها زياااده,1
الكارثه وجود الغيامه الاعلام,0
امك انت ابوك انت ايش كلام حيوان كلب,1
تاني ذكي تاني مهزق وسخ,1
كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي كذاب خدمي,1
زعيم يباله,0
اخرس يامتذيل الترتيب اسيا ابو موسم صفري مدعوس كاس الملك,1
فين انا حوله اصلا ويلا علشان التويته خربت كده,0
انت الشافي,0
اصصص انا مشغله الاشعارات وكل جاني اني مسويه تويت اروح افتح طول بسطرك والله التويتس حقاتك الافضل اسمح,1
يالله كويس الله يرزقه التخلي الباعه البوفيهات والمخابز وغيرها ووظفوا تتوقعون مين ناس بتشتري منهم بائع الكليجا,0
بعين امك قرد غزال بالحالتين حيوان,1
ياعمري,0
ومين هالخرا,1
الاسبوع سبعه نختمها بيوم الجمعه والاثنين يقسم اسبوعي نصفين,0
تظن انهم لطاف فيطلعوا ولاد كلب,1
يعرفون يقولون جمله حلوه احتاج يعلمني اساسيات التعرف اصدقاء,0
حفترهم داعش طيبه شكلها,0
الواحد كويس لحد شاف اعلان رمضان,0
الناس يعرفون ينامون محظوظين,0
مرتضي عبيط محامي الشراميط,1
بايع الكليجا ترند ايش ياتافهين رجال يبي بنات يصورون ومعهم محنه,1
نسبه الارصفه السفلت,0
انت اخرتك دربكات,1
يقول برد اصلا حرر,0
مهند اجنبي,0
حصد انجازات الورق اشلاء الابرياء وسرقه تاريخ الشعوب والساقه بكم,1
رسمتي رصاص فحم مقاس تشوفها لايك رتويت منشن ليه,0
انجبي,0
وحده اتصلت زوجها معصبه وينك يازفت تعرفين محل الذهب اللي الطقم اللي عاجبك قالت ايه يالغالي,0
حريم السلطان امثالك مجرد ذكر سيدهم السيسي يجيلهم تبول ارادي انصحك تروح ولي نعمتك القردوغان تمارس الشذوذ عنده خليفتكم المنشود افاق مدلس تاجر الدين راعي الخراب,1
وما الحب للحبيب التالت عشان التاني مغرزه للاول,0
تخيل اقول هالقصيده لواحد عشان شكله حلو,0
ياسطا عندي غلطان عشان مزنقكش وانا معاه,1
اللي يبي يغث هالصبح يدخل تاق الكليجا,0
جااك سبعه,0
اوعا يقول ليك وتقولي ليهو وانت اهلو وتنومي متخلفه انتي احتمال قاصد خلقتك فكرو كويس نحب كلنا نسو,1
شريرررره,1
بطني يتوجعني اكتر ماباكل والله تعبت,0
روح انضب بلا شرف تنسي انو بالمئه الطائفه جبهه البيك,1
لازم يعرضوك طبيب بيطري بشري,1
يامحمد انزل البلد بسرعه ارهابيين لقيناهم ولازم تشيلهم الارض شيل بلحه لرئيس الاركان الارهابيين يتشالوا الارض بكل قوه وعنف محمد المصري عبر,1
تضحك زفت,1
ويقولون الجلاب نيسين احسن وايد ناس,0
كول هوا هوا عميل كلب,1
اني البنات ولااستشراف خرفان ايفانكا وحليمه بولند لاتوطوطون التاق تراكم مثلهم واردي بايع الكليجا,1
الله يخلف جابتكم فشلتونا بالتويتر انتم حدكم خيمه ماتتعدون,1
نطق الشهادتين افلا يتدبروو القران قلوب اقفالها الم يقل فرعون امنت برب موسي ياخي متي هالعالم تصحا نومها قاتل فاجر قاتل النفس المحترمه متكبر متعالي الناس يلبس الحق بالباطل ويلبس الباطل بالحق الاخر يقول,1
فشرت بنص عينك ياكلب,1
كملوها ووزعوا هالكتب علينا هالهاشتاق ذكرني بالمحاضرات اللي يخلونا نسمعها المدرسه الشموس صلاه الجنازه القادمه انت,0
انت قواد وهاب مين يعرف انك ماجور وتنشري بكم,1
قايز تعالوا اهرجوا يصير اخلص وما ارجع وكمان ادخل تويتر مافي,0
الانتر صدق كذب كذب والشيطان شاطر وشيطان الانس اشطر,0
زحمه شوارع الجامعه هالوقت ماينوصف دقايق لين اطلع شددددعوه,0
يلاااا مافهمت شنو,0
بايع الكليجا الحرام شفت الفديو تذكرت الغنم اجيب العلف اقسم بالله انحلال طبيعي لاسف البنات خفيفات عقل الله رباكم,1
الله يفضح عرض اخترع الانتركوم والجرس,1
وانا اشهد حاطه وحده حاطه,0
وتطلالب اعلام ليبي طيح واله سعدكم ومزالكم,1
جايلكوا شويه بئا,0
تلوث سمعي جدها,0
يارب دبدوبي يشوف التويت,0
التكفخ والتصطر جاب فايده معك وطلعت متفوق حافظ جدول الضرب وكم كلمه افرنجي ذسس اوندو ذسس ادور وصرت خريج جامعه تصطر الفاضي,1
للحين تخطيت الايس شيكن,0
لسه بتاوح,0
الناس تصبح اشياء حلوه انا خبر غياب نيمار اشهر,0
سؤال ايفانكا غيرها يمثل الشباب السعودي ورب الكون صرنا مضحكه للعالم يومين طالع هاشتاق البنات وبعدها بيومين يردون بهاشتاق الشباب المساله صارت صوره الغالبيه شباب وبنات السعوديه اخلاقهم وكله بسببنا,1
ادخلو اعصب,0
الحيوانات وشبها ماغلطت السعودي ياما للعنه,1
قرو شياطين الجن الانس انقبر البيت لحالك امعه تردد كلام اجدادك الجاهلين,1
شكله مافهم معنها,0
اقسم بلله انت غبي احترامي الك مابتعرف تكذب بتعرف تعمل فتنه خراس وانضب,1
انت اللي طلعت عميل مندس لعاد برشلونه تكن الخيار عندك منك حبك,0
دراسه دوام امتحانات برزنتيشون تقرير شهري نصف السنه واجازات مفتوحه والنتيجه شهاده دكتوراه ماوصل ابو نوره السعوديه وفخر,0
يهيب ياقلبج الخلااا,0
يلعن السماجه خلاص عرفنا ايش بيصير الحدث الرئيسي فيالمينيا لاتبداء يفوز اقوي واضخم كلب العالم رومن رينز,1
اللهم اميين ويرزقكم يارب جوو نوم التعب,0
السكاشن,0
اشوف رموشها النظاره بلا استعباط,1
اسوا انك تضطر تيلس شخص يغن وتتحم صوته الس,1
ليفربول هزمه مافي فريق العالم مايخسر العله مدرب الارسنال الجبان المفروض زمان يعتزل ويحلل ويارب الخره يوسف سيف يعتزل,1
ليش تبغها تتغزل ببنت مثلا انتم عادي تتغزلون بالبنات وهن حرام عليهن حرام عليكم,1
بايع الكليجا الرجال استحي وهن يستحن اخر الزمان,0
بايع الكليجا تدرون بوجهي حلو وربي استحي واطالع توصل اصوره وين عايشين,0
بايع الكليجا الله يثبتنا بعقولنا شفتو خير وجيه فهره,0
بايع الكليجا والله المراهقات ماعاد تركوو الرجال بحالهم يلا ياشباب اانتبهوو اانفسكم عديمات الاخلاق والتربيه صارو مايهمهم ولاع راسهم رجال الله ياخذكم فضحتوناا عسساكم االمااحي,1
ليه مايجي تنبيه بكل المنشن بعضهم لمازا هكزا,0
رينز يثبت سترومن اللي ثبت قبله اقوي تضخيم لرينز لمباراته ليزنر بالمينيا المنيشن تشيمبر,0
